n,row-seq,col-seq,row-par-3,row-par-6,row-par-12,row-par-24,row-par-48,row-par-96,col-par-3,col-par-6,col-par-12,col-par-24,col-par-48,col-par-96
2000,0.075000,0.077000,0.044000,0.029000,0.028000,0.023000,0.020000,0.025000,0.061000,0.063000,0.030000,0.021000,0.030000,0.029000
2500,0.117000,0.123000,0.057000,0.053000,0.035000,0.055000,0.029000,0.031000,0.060000,0.035000,0.060000,0.029000,0.031000,0.030000
3000,0.169000,0.179000,0.074000,0.047000,0.045000,0.037000,0.032000,0.038000,0.084000,0.060000,0.071000,0.049000,0.051000,0.045000
3500,0.230000,0.250000,0.099000,0.063000,0.084000,0.046000,0.040000,0.046000,0.103000,0.059000,0.052000,0.075000,0.046000,0.037000
4000,0.300000,0.344000,0.126000,0.094000,0.123000,0.087000,0.047000,0.059000,0.134000,0.077000,0.058000,0.066000,0.057000,0.058000
4500,0.380000,0.446000,0.152000,0.111000,0.069000,0.055000,0.099000,0.064000,0.162000,0.141000,0.076000,0.058000,0.063000,0.057000
500,0.005000,0.005000,0.008000,0.005000,0.005000,0.012000,0.007000,0.005000,0.006000,0.007000,0.005000,0.005000,0.005000,0.007000
5000,0.468000,0.573000,0.184000,0.109000,0.083000,0.076000,0.063000,0.072000,0.255000,0.201000,0.092000,0.079000,0.068000,0.096000
5500,0.574000,0.717000,0.221000,0.134000,0.080000,0.095000,0.106000,0.086000,0.240000,0.137000,0.118000,0.087000,0.088000,0.112000
6000,0.682000,0.913000,0.280000,0.169000,0.126000,0.077000,0.098000,0.096000,0.301000,0.171000,0.104000,0.100000,0.101000,0.131000
6500,0.802000,1.057000,0.331000,0.190000,0.140000,0.094000,0.124000,0.122000,0.354000,0.208000,0.146000,0.136000,0.127000,0.126000
7000,0.925000,1.260000,0.382000,0.216000,0.135000,0.105000,0.138000,0.138000,0.405000,0.226000,0.173000,0.143000,0.121000,0.158000
7500,1.089000,1.525000,0.430000,0.245000,0.159000,0.167000,0.143000,0.191000,0.457000,0.255000,0.171000,0.148000,0.129000,0.130000
8000,1.218000,1.767000,0.480000,0.263000,0.198000,0.178000,0.158000,0.192000,0.526000,0.315000,0.210000,0.172000,0.139000,0.154000
8500,1.366000,2.004000,0.547000,0.309000,0.182000,0.150000,0.148000,0.229000,0.576000,0.324000,0.199000,0.165000,0.169000,0.147000
9000,1.535000,2.249000,0.594000,0.326000,0.211000,0.203000,0.151000,0.208000,0.658000,0.425000,0.238000,0.181000,0.195000,0.201000
9500,1.708000,2.683000,0.668000,0.372000,0.245000,0.215000,0.176000,0.191000,0.741000,0.402000,0.229000,0.257000,0.196000,0.186000
1000,0.019000,0.020000,0.019000,0.011000,0.009000,0.008000,0.010000,0.010000,0.018000,0.013000,0.008000,0.010000,0.008000,0.008000
10000,1.908000,2.971000,0.714000,0.396000,0.248000,0.233000,0.221000,0.248000,0.791000,0.439000,0.279000,0.237000,0.202000,0.227000
1500,0.042000,0.043000,0.031000,0.021000,0.018000,0.014000,0.013000,0.011000,0.036000,0.019000,0.018000,0.016000,0.031000,0.015000
2000,0.075000,0.078000,0.041000,0.030000,0.021000,0.019000,0.030000,0.025000,0.042000,0.029000,0.026000,0.021000,0.021000,0.018000
2500,0.117000,0.124000,0.055000,0.062000,0.024000,0.052000,0.029000,0.028000,0.058000,0.053000,0.033000,0.032000,0.047000,0.031000
3000,0.168000,0.180000,0.077000,0.059000,0.040000,0.043000,0.036000,0.048000,0.092000,0.050000,0.046000,0.038000,0.040000,0.041000
3500,0.231000,0.249000,0.115000,0.058000,0.063000,0.046000,0.079000,0.040000,0.106000,0.101000,0.060000,0.059000,0.042000,0.062000
4000,0.300000,0.341000,0.126000,0.115000,0.115000,0.051000,0.049000,0.050000,0.134000,0.156000,0.062000,0.051000,0.092000,0.079000
4500,0.379000,0.458000,0.155000,0.089000,0.074000,0.063000,0.068000,0.097000,0.168000,0.093000,0.063000,0.064000,0.097000,0.055000
500,0.005000,0.005000,0.006000,0.005000,0.005000,0.003000,0.005000,0.006000,0.006000,0.005000,0.004000,0.007000,0.005000,0.005000
5000,0.476000,0.568000,0.188000,0.195000,0.089000,0.123000,0.086000,0.094000,0.204000,0.112000,0.167000,0.111000,0.114000,0.084000
5500,0.575000,0.723000,0.230000,0.129000,0.107000,0.093000,0.136000,0.091000,0.240000,0.196000,0.183000,0.117000,0.073000,0.078000
6000,0.681000,0.910000,0.333000,0.156000,0.134000,0.141000,0.114000,0.137000,0.299000,0.167000,0.104000,0.098000,0.099000,0.117000
6500,0.799000,1.072000,0.324000,0.191000,0.139000,0.089000,0.095000,0.141000,0.357000,0.198000,0.121000,0.104000,0.110000,0.136000
7000,0.924000,1.258000,0.370000,0.216000,0.156000,0.101000,0.113000,0.152000,0.404000,0.224000,0.181000,0.128000,0.131000,0.121000
7500,1.094000,1.550000,0.435000,0.245000,0.178000,0.167000,0.120000,0.195000,0.459000,0.255000,0.210000,0.125000,0.144000,0.149000
8000,1.219000,1.768000,0.471000,0.283000,0.173000,0.132000,0.134000,0.175000,0.514000,0.291000,0.165000,0.184000,0.141000,0.148000
8500,1.374000,1.942000,0.537000,0.317000,0.213000,0.154000,0.165000,0.238000,0.586000,0.328000,0.201000,0.194000,0.160000,0.181000
9000,1.530000,2.260000,0.593000,0.335000,0.222000,0.170000,0.155000,0.203000,0.647000,0.372000,0.204000,0.179000,0.198000,0.175000
9500,1.708000,2.585000,0.655000,0.386000,0.242000,0.218000,0.181000,0.224000,0.741000,0.399000,0.270000,0.200000,0.189000,0.211000
1000,0.019000,0.020000,0.031000,0.012000,0.008000,0.008000,0.011000,0.008000,0.014000,0.010000,0.020000,0.010000,0.013000,0.011000
10000,1.944000,2.887000,0.718000,0.413000,0.292000,0.199000,0.205000,0.259000,0.816000,0.472000,0.289000,0.216000,0.215000,0.202000
1500,0.043000,0.042000,0.033000,0.038000,0.017000,0.015000,0.015000,0.015000,0.030000,0.029000,0.016000,0.030000,0.015000,0.015000
2000,0.075000,0.078000,0.042000,0.030000,0.054000,0.024000,0.028000,0.024000,0.043000,0.029000,0.029000,0.038000,0.021000,0.020000
2500,0.117000,0.122000,0.073000,0.039000,0.079000,0.032000,0.025000,0.026000,0.082000,0.047000,0.031000,0.044000,0.028000,0.028000
3000,0.171000,0.180000,0.076000,0.051000,0.043000,0.037000,0.066000,0.033000,0.076000,0.048000,0.077000,0.035000,0.040000,0.040000
3500,0.229000,0.250000,0.098000,0.058000,0.052000,0.047000,0.074000,0.045000,0.105000,0.061000,0.067000,0.044000,0.078000,0.062000
4000,0.300000,0.343000,0.122000,0.076000,0.058000,0.051000,0.047000,0.060000,0.134000,0.084000,0.064000,0.055000,0.062000,0.054000
4500,0.379000,0.467000,0.199000,0.092000,0.080000,0.085000,0.060000,0.056000,0.173000,0.092000,0.078000,0.064000,0.064000,0.060000
500,0.005000,0.004000,0.007000,0.005000,0.006000,0.007000,0.006000,0.006000,0.005000,0.007000,0.009000,0.006000,0.005000,0.007000
5000,0.469000,0.590000,0.183000,0.162000,0.095000,0.067000,0.073000,0.091000,0.199000,0.113000,0.099000,0.079000,0.072000,0.089000
5500,0.573000,0.707000,0.221000,0.125000,0.107000,0.093000,0.136000,0.097000,0.241000,0.189000,0.124000,0.134000,0.130000,0.082000
6000,0.682000,0.899000,0.276000,0.170000,0.123000,0.091000,0.101000,0.121000,0.299000,0.169000,0.097000,0.127000,0.097000,0.101000
6500,0.803000,1.073000,0.334000,0.179000,0.147000,0.143000,0.101000,0.126000,0.353000,0.198000,0.123000,0.115000,0.124000,0.130000
7000,0.951000,1.274000,0.379000,0.213000,0.133000,0.152000,0.106000,0.183000,0.407000,0.224000,0.185000,0.146000,0.118000,0.127000
7500,1.075000,1.523000,0.417000,0.244000,0.170000,0.124000,0.141000,0.158000,0.465000,0.255000,0.156000,0.163000,0.145000,0.132000
8000,1.220000,1.744000,0.486000,0.282000,0.197000,0.136000,0.179000,0.246000,0.516000,0.289000,0.206000,0.177000,0.152000,0.169000
8500,1.369000,2.025000,0.527000,0.294000,0.204000,0.185000,0.203000,0.206000,0.573000,0.322000,0.183000,0.159000,0.161000,0.227000
9000,1.529000,2.351000,0.577000,0.328000,0.223000,0.226000,0.161000,0.183000,0.649000,0.371000,0.244000,0.175000,0.191000,0.169000
9500,1.713000,2.567000,0.702000,0.372000,0.243000,0.183000,0.182000,0.257000,0.728000,0.464000,0.257000,0.198000,0.208000,0.183000
1000,0.019000,0.021000,0.017000,0.024000,0.011000,0.008000,0.011000,0.009000,0.024000,0.010000,0.012000,0.010000,0.007000,0.009000
10000,1.900000,2.923000,0.720000,0.403000,0.289000,0.216000,0.187000,0.272000,0.769000,0.472000,0.292000,0.232000,0.214000,0.186000
1500,0.042000,0.042000,0.053000,0.024000,0.019000,0.032000,0.014000,0.019000,0.041000,0.030000,0.023000,0.014000,0.010000,0.016000
2000,0.075000,0.077000,0.039000,0.039000,0.028000,0.024000,0.035000,0.034000,0.075000,0.034000,0.045000,0.021000,0.027000,0.024000
2500,0.117000,0.123000,0.060000,0.037000,0.035000,0.067000,0.029000,0.033000,0.057000,0.047000,0.034000,0.027000,0.030000,0.038000
3000,0.169000,0.191000,0.087000,0.050000,0.046000,0.038000,0.060000,0.034000,0.079000,0.048000,0.047000,0.072000,0.058000,0.044000
3500,0.229000,0.258000,0.100000,0.084000,0.063000,0.041000,0.045000,0.043000,0.120000,0.082000,0.040000,0.041000,0.080000,0.040000
4000,0.300000,0.346000,0.151000,0.116000,0.064000,0.051000,0.054000,0.080000,0.133000,0.141000,0.058000,0.108000,0.046000,0.052000
4500,0.380000,0.450000,0.154000,0.091000,0.065000,0.062000,0.060000,0.062000,0.165000,0.096000,0.084000,0.063000,0.056000,0.063000
500,0.005000,0.004000,0.007000,0.008000,0.006000,0.005000,0.006000,0.006000,0.006000,0.006000,0.003000,0.003000,0.005000,0.008000
5000,0.468000,0.581000,0.187000,0.106000,0.158000,0.079000,0.065000,0.098000,0.202000,0.181000,0.073000,0.131000,0.078000,0.070000
5500,0.573000,0.711000,0.271000,0.215000,0.105000,0.154000,0.109000,0.083000,0.238000,0.135000,0.095000,0.132000,0.080000,0.101000
6000,0.682000,0.886000,0.282000,0.165000,0.130000,0.082000,0.104000,0.144000,0.297000,0.168000,0.106000,0.103000,0.087000,0.146000
6500,0.798000,1.051000,0.333000,0.193000,0.161000,0.123000,0.108000,0.140000,0.356000,0.194000,0.120000,0.145000,0.128000,0.115000
7000,0.943000,1.260000,0.382000,0.214000,0.171000,0.152000,0.108000,0.200000,0.408000,0.223000,0.176000,0.137000,0.131000,0.141000
7500,1.091000,1.526000,0.407000,0.256000,0.150000,0.144000,0.141000,0.159000,0.466000,0.255000,0.150000,0.134000,0.136000,0.157000
8000,1.225000,1.770000,0.482000,0.263000,0.177000,0.193000,0.137000,0.226000,0.573000,0.288000,0.204000,0.154000,0.160000,0.151000
8500,1.369000,1.937000,0.524000,0.294000,0.196000,0.196000,0.135000,0.169000,0.582000,0.367000,0.221000,0.168000,0.201000,0.179000
9000,1.535000,2.255000,0.594000,0.341000,0.222000,0.164000,0.168000,0.215000,0.668000,0.362000,0.240000,0.186000,0.180000,0.182000
9500,1.711000,2.641000,0.700000,0.361000,0.245000,0.175000,0.178000,0.221000,0.725000,0.399000,0.275000,0.191000,0.177000,0.178000
1000,0.019000,0.020000,0.017000,0.016000,0.017000,0.008000,0.009000,0.013000,0.021000,0.017000,0.007000,0.009000,0.009000,0.011000
10000,1.903000,2.893000,0.731000,0.395000,0.254000,0.213000,0.166000,0.237000,0.814000,0.445000,0.319000,0.219000,0.206000,0.215000
1500,0.042000,0.042000,0.032000,0.030000,0.013000,0.014000,0.025000,0.016000,0.031000,0.030000,0.047000,0.014000,0.019000,0.017000
2000,0.075000,0.078000,0.042000,0.028000,0.041000,0.024000,0.033000,0.022000,0.070000,0.028000,0.065000,0.053000,0.021000,0.023000
2500,0.117000,0.123000,0.056000,0.092000,0.033000,0.028000,0.050000,0.046000,0.058000,0.055000,0.034000,0.064000,0.028000,0.032000
3000,0.168000,0.180000,0.078000,0.109000,0.047000,0.061000,0.076000,0.035000,0.083000,0.063000,0.041000,0.036000,0.035000,0.057000
3500,0.232000,0.252000,0.098000,0.064000,0.055000,0.041000,0.088000,0.069000,0.105000,0.061000,0.111000,0.082000,0.040000,0.062000
4000,0.300000,0.360000,0.158000,0.096000,0.062000,0.125000,0.057000,0.078000,0.134000,0.074000,0.078000,0.051000,0.083000,0.080000
4500,0.379000,0.446000,0.153000,0.090000,0.081000,0.078000,0.058000,0.083000,0.179000,0.140000,0.093000,0.090000,0.091000,0.087000
500,0.005000,0.005000,0.008000,0.007000,0.005000,0.008000,0.005000,0.006000,0.007000,0.006000,0.004000,0.008000,0.006000,0.006000
5000,0.468000,0.579000,0.185000,0.162000,0.089000,0.075000,0.105000,0.062000,0.204000,0.159000,0.099000,0.108000,0.108000,0.102000
5500,0.573000,0.719000,0.221000,0.139000,0.107000,0.086000,0.086000,0.085000,0.242000,0.149000,0.114000,0.082000,0.073000,0.110000
6000,0.688000,0.911000,0.281000,0.168000,0.104000,0.134000,0.109000,0.200000,0.308000,0.172000,0.131000,0.115000,0.107000,0.115000
6500,0.801000,1.058000,0.334000,0.181000,0.141000,0.098000,0.104000,0.153000,0.348000,0.198000,0.124000,0.101000,0.102000,0.114000
7000,0.926000,1.296000,0.370000,0.218000,0.176000,0.129000,0.167000,0.181000,0.397000,0.225000,0.169000,0.152000,0.130000,0.129000
7500,1.068000,1.471000,0.451000,0.246000,0.145000,0.149000,0.137000,0.200000,0.500000,0.258000,0.195000,0.152000,0.134000,0.150000
8000,1.218000,1.719000,0.480000,0.297000,0.199000,0.128000,0.163000,0.233000,0.523000,0.309000,0.222000,0.184000,0.153000,0.136000
8500,1.367000,1.999000,0.533000,0.307000,0.192000,0.153000,0.153000,0.225000,0.585000,0.322000,0.202000,0.168000,0.172000,0.178000
9000,1.532000,2.328000,0.594000,0.369000,0.208000,0.171000,0.205000,0.213000,0.659000,0.366000,0.224000,0.190000,0.185000,0.187000
9500,1.709000,2.537000,0.709000,0.383000,0.228000,0.185000,0.189000,0.232000,0.746000,0.401000,0.230000,0.207000,0.211000,0.214000
1000,0.019000,0.020000,0.016000,0.027000,0.009000,0.010000,0.010000,0.010000,0.020000,0.013000,0.010000,0.011000,0.009000,0.010000
10000,1.899000,2.947000,0.734000,0.394000,0.283000,0.190000,0.185000,0.242000,0.826000,0.438000,0.293000,0.214000,0.213000,0.211000
1500,0.042000,0.042000,0.035000,0.021000,0.026000,0.031000,0.014000,0.015000,0.033000,0.020000,0.023000,0.017000,0.014000,0.014000
2000,0.075000,0.078000,0.056000,0.031000,0.065000,0.023000,0.020000,0.020000,0.040000,0.027000,0.027000,0.024000,0.041000,0.031000
2500,0.121000,0.123000,0.060000,0.035000,0.034000,0.067000,0.038000,0.032000,0.058000,0.084000,0.029000,0.028000,0.030000,0.030000
3000,0.168000,0.180000,0.112000,0.069000,0.036000,0.032000,0.045000,0.035000,0.080000,0.051000,0.040000,0.034000,0.034000,0.036000
3500,0.229000,0.252000,0.098000,0.061000,0.049000,0.040000,0.055000,0.041000,0.112000,0.059000,0.045000,0.058000,0.041000,0.042000
4000,0.299000,0.345000,0.122000,0.076000,0.052000,0.051000,0.070000,0.073000,0.133000,0.074000,0.091000,0.048000,0.050000,0.079000
4500,0.380000,0.448000,0.180000,0.091000,0.083000,0.069000,0.108000,0.084000,0.166000,0.136000,0.088000,0.063000,0.084000,0.067000
500,0.005000,0.005000,0.008000,0.007000,0.006000,0.006000,0.007000,0.006000,0.006000,0.006000,0.004000,0.004000,0.005000,0.006000
5000,0.468000,0.568000,0.183000,0.164000,0.160000,0.079000,0.124000,0.072000,0.206000,0.202000,0.076000,0.101000,0.106000,0.070000
5500,0.574000,0.718000,0.217000,0.128000,0.083000,0.086000,0.109000,0.098000,0.241000,0.136000,0.111000,0.086000,0.080000,0.104000
6000,0.701000,0.908000,0.281000,0.169000,0.101000,0.139000,0.077000,0.124000,0.298000,0.189000,0.105000,0.088000,0.108000,0.103000
6500,0.823000,1.038000,0.332000,0.179000,0.136000,0.143000,0.110000,0.114000,0.354000,0.197000,0.121000,0.128000,0.125000,0.123000
7000,0.929000,1.327000,0.378000,0.216000,0.155000,0.154000,0.114000,0.122000,0.399000,0.225000,0.162000,0.122000,0.127000,0.141000
7500,1.068000,1.472000,0.471000,0.244000,0.178000,0.129000,0.133000,0.136000,0.451000,0.256000,0.207000,0.163000,0.127000,0.141000
8000,1.231000,1.769000,0.480000,0.262000,0.209000,0.137000,0.133000,0.159000,0.514000,0.290000,0.191000,0.144000,0.126000,0.134000
8500,1.410000,1.934000,0.522000,0.292000,0.230000,0.197000,0.160000,0.206000,0.585000,0.324000,0.198000,0.192000,0.169000,0.204000
9000,1.530000,2.262000,0.592000,0.340000,0.190000,0.167000,0.184000,0.257000,0.648000,0.365000,0.222000,0.177000,0.179000,0.202000
9500,1.709000,2.588000,0.661000,0.371000,0.242000,0.219000,0.197000,0.204000,0.734000,0.411000,0.249000,0.209000,0.215000,0.242000
1000,0.019000,0.020000,0.023000,0.024000,0.011000,0.011000,0.009000,0.009000,0.018000,0.010000,0.009000,0.012000,0.011000,0.009000
10000,1.904000,3.023000,0.727000,0.403000,0.264000,0.231000,0.246000,0.275000,0.806000,0.442000,0.289000,0.207000,0.213000,0.213000
1500,0.042000,0.043000,0.030000,0.020000,0.025000,0.016000,0.022000,0.010000,0.038000,0.019000,0.020000,0.015000,0.012000,0.013000
2000,0.075000,0.078000,0.044000,0.029000,0.042000,0.044000,0.035000,0.025000,0.043000,0.029000,0.050000,0.052000,0.022000,0.020000
2500,0.117000,0.123000,0.059000,0.036000,0.033000,0.044000,0.027000,0.029000,0.061000,0.040000,0.034000,0.032000,0.027000,0.030000
3000,0.168000,0.179000,0.075000,0.049000,0.074000,0.037000,0.039000,0.040000,0.077000,0.049000,0.045000,0.036000,0.059000,0.036000
3500,0.229000,0.251000,0.150000,0.098000,0.043000,0.050000,0.041000,0.047000,0.101000,0.093000,0.051000,0.042000,0.054000,0.055000
4000,0.300000,0.343000,0.124000,0.075000,0.065000,0.055000,0.061000,0.074000,0.134000,0.120000,0.078000,0.090000,0.059000,0.077000
4500,0.379000,0.443000,0.155000,0.090000,0.077000,0.138000,0.057000,0.063000,0.166000,0.093000,0.124000,0.063000,0.057000,0.062000
500,0.005000,0.005000,0.005000,0.005000,0.002000,0.005000,0.005000,0.006000,0.008000,0.004000,0.003000,0.005000,0.004000,0.005000
5000,0.468000,0.577000,0.186000,0.108000,0.088000,0.079000,0.072000,0.070000,0.204000,0.134000,0.102000,0.071000,0.076000,0.095000
5500,0.574000,0.704000,0.220000,0.127000,0.108000,0.078000,0.111000,0.096000,0.240000,0.175000,0.081000,0.086000,0.082000,0.083000
6000,0.681000,0.887000,0.291000,0.167000,0.128000,0.084000,0.099000,0.181000,0.352000,0.169000,0.105000,0.104000,0.120000,0.114000
6500,0.822000,1.074000,0.323000,0.206000,0.148000,0.098000,0.111000,0.177000,0.346000,0.196000,0.150000,0.129000,0.111000,0.115000
7000,0.925000,1.300000,0.379000,0.217000,0.176000,0.152000,0.104000,0.158000,0.400000,0.226000,0.138000,0.168000,0.122000,0.128000
7500,1.098000,1.478000,0.432000,0.246000,0.179000,0.124000,0.139000,0.158000,0.466000,0.334000,0.189000,0.124000,0.172000,0.133000
8000,1.223000,1.786000,0.484000,0.255000,0.175000,0.153000,0.160000,0.164000,0.529000,0.288000,0.164000,0.179000,0.138000,0.157000
8500,1.368000,1.969000,0.576000,0.308000,0.181000,0.169000,0.152000,0.169000,0.582000,0.322000,0.184000,0.172000,0.172000,0.184000
9000,1.531000,2.281000,0.598000,0.332000,0.222000,0.200000,0.172000,0.229000,0.653000,0.370000,0.240000,0.180000,0.217000,0.206000
9500,1.762000,2.548000,0.705000,0.369000,0.230000,0.193000,0.204000,0.239000,0.722000,0.406000,0.274000,0.192000,0.200000,0.195000
1000,0.020000,0.021000,0.017000,0.018000,0.010000,0.011000,0.011000,0.012000,0.015000,0.016000,0.015000,0.008000,0.010000,0.010000
10000,1.903000,2.890000,0.729000,0.408000,0.285000,0.202000,0.207000,0.185000,0.800000,0.450000,0.293000,0.213000,0.200000,0.222000
1500,0.042000,0.042000,0.029000,0.018000,0.018000,0.030000,0.015000,0.031000,0.028000,0.018000,0.042000,0.023000,0.017000,0.016000
2000,0.074000,0.078000,0.039000,0.080000,0.040000,0.025000,0.046000,0.023000,0.041000,0.043000,0.054000,0.022000,0.023000,0.024000
2500,0.117000,0.123000,0.058000,0.034000,0.026000,0.027000,0.035000,0.030000,0.073000,0.055000,0.042000,0.053000,0.028000,0.026000
3000,0.168000,0.181000,0.109000,0.049000,0.034000,0.067000,0.063000,0.055000,0.079000,0.046000,0.068000,0.075000,0.060000,0.037000
3500,0.229000,0.252000,0.099000,0.128000,0.052000,0.042000,0.043000,0.040000,0.108000,0.062000,0.086000,0.072000,0.050000,0.044000
4000,0.300000,0.344000,0.124000,0.073000,0.061000,0.050000,0.053000,0.075000,0.197000,0.128000,0.071000,0.056000,0.048000,0.052000
4500,0.380000,0.448000,0.216000,0.092000,0.082000,0.074000,0.091000,0.061000,0.166000,0.184000,0.065000,0.064000,0.082000,0.075000
500,0.006000,0.005000,0.006000,0.005000,0.003000,0.003000,0.005000,0.006000,0.006000,0.008000,0.006000,0.004000,0.004000,0.005000
5000,0.469000,0.609000,0.245000,0.160000,0.097000,0.073000,0.067000,0.072000,0.259000,0.113000,0.073000,0.076000,0.098000,0.080000
5500,0.575000,0.708000,0.222000,0.186000,0.113000,0.088000,0.091000,0.103000,0.245000,0.137000,0.119000,0.160000,0.087000,0.089000
6000,0.682000,0.888000,0.323000,0.157000,0.126000,0.139000,0.088000,0.099000,0.298000,0.171000,0.106000,0.089000,0.102000,0.119000
6500,0.799000,1.047000,0.324000,0.191000,0.138000,0.147000,0.117000,0.191000,0.353000,0.196000,0.150000,0.141000,0.123000,0.102000
7000,0.925000,1.291000,0.420000,0.215000,0.176000,0.156000,0.114000,0.208000,0.409000,0.224000,0.182000,0.117000,0.134000,0.131000
7500,1.067000,1.525000,0.474000,0.247000,0.188000,0.132000,0.107000,0.150000,0.461000,0.255000,0.156000,0.126000,0.159000,0.133000
8000,1.219000,1.703000,0.481000,0.281000,0.175000,0.185000,0.129000,0.188000,0.522000,0.287000,0.215000,0.170000,0.145000,0.132000
8500,1.370000,2.023000,0.535000,0.307000,0.218000,0.195000,0.150000,0.215000,0.640000,0.324000,0.183000,0.170000,0.191000,0.171000
9000,1.544000,2.251000,0.594000,0.345000,0.252000,0.175000,0.171000,0.192000,0.651000,0.425000,0.236000,0.184000,0.179000,0.194000
9500,1.721000,2.563000,0.660000,0.362000,0.262000,0.176000,0.194000,0.248000,0.721000,0.400000,0.273000,0.191000,0.187000,0.175000
1000,0.019000,0.020000,0.019000,0.029000,0.025000,0.012000,0.010000,0.010000,0.024000,0.011000,0.009000,0.008000,0.015000,0.011000
10000,1.899000,2.944000,0.733000,0.412000,0.228000,0.196000,0.188000,0.259000,0.788000,0.445000,0.286000,0.211000,0.246000,0.220000
1500,0.042000,0.043000,0.045000,0.028000,0.018000,0.036000,0.015000,0.016000,0.028000,0.018000,0.015000,0.014000,0.015000,0.013000
2000,0.074000,0.078000,0.040000,0.028000,0.029000,0.022000,0.022000,0.024000,0.042000,0.031000,0.041000,0.023000,0.023000,0.029000
2500,0.117000,0.125000,0.056000,0.062000,0.034000,0.071000,0.037000,0.032000,0.057000,0.053000,0.073000,0.046000,0.043000,0.036000
3000,0.168000,0.180000,0.076000,0.046000,0.056000,0.069000,0.049000,0.039000,0.079000,0.106000,0.040000,0.077000,0.033000,0.038000
3500,0.230000,0.254000,0.156000,0.061000,0.089000,0.040000,0.041000,0.040000,0.106000,0.081000,0.105000,0.042000,0.044000,0.058000
4000,0.300000,0.346000,0.176000,0.074000,0.064000,0.065000,0.090000,0.045000,0.188000,0.076000,0.065000,0.056000,0.061000,0.051000
4500,0.380000,0.442000,0.158000,0.093000,0.085000,0.061000,0.086000,0.084000,0.167000,0.131000,0.072000,0.070000,0.078000,0.087000
500,0.004000,0.005000,0.006000,0.005000,0.004000,0.004000,0.005000,0.006000,0.008000,0.004000,0.005000,0.002000,0.006000,0.006000
5000,0.471000,0.580000,0.189000,0.109000,0.093000,0.114000,0.099000,0.102000,0.207000,0.115000,0.163000,0.075000,0.088000,0.071000
5500,0.591000,0.715000,0.271000,0.127000,0.082000,0.086000,0.084000,0.113000,0.291000,0.136000,0.097000,0.115000,0.076000,0.084000
6000,0.682000,0.892000,0.280000,0.169000,0.116000,0.085000,0.114000,0.140000,0.296000,0.167000,0.105000,0.087000,0.115000,0.101000
6500,0.800000,1.047000,0.333000,0.192000,0.123000,0.143000,0.090000,0.193000,0.352000,0.196000,0.151000,0.113000,0.107000,0.122000
7000,0.924000,1.279000,0.380000,0.205000,0.156000,0.132000,0.104000,0.220000,0.400000,0.225000,0.182000,0.110000,0.136000,0.129000
7500,1.067000,1.489000,0.424000,0.246000,0.150000,0.124000,0.129000,0.210000,0.461000,0.256000,0.191000,0.160000,0.152000,0.167000
8000,1.237000,1.768000,0.485000,0.284000,0.214000,0.194000,0.145000,0.164000,0.525000,0.288000,0.207000,0.154000,0.146000,0.148000
8500,1.367000,1.975000,0.536000,0.309000,0.171000,0.189000,0.159000,0.173000,0.642000,0.326000,0.200000,0.157000,0.159000,0.160000
9000,1.534000,2.284000,0.597000,0.343000,0.222000,0.165000,0.168000,0.201000,0.661000,0.375000,0.206000,0.214000,0.192000,0.154000
9500,1.707000,2.574000,0.662000,0.360000,0.229000,0.189000,0.187000,0.224000,0.764000,0.402000,0.262000,0.197000,0.181000,0.196000
1000,0.019000,0.020000,0.018000,0.013000,0.009000,0.009000,0.011000,0.011000,0.019000,0.024000,0.008000,0.008000,0.019000,0.019000
10000,1.898000,2.945000,0.729000,0.402000,0.254000,0.216000,0.200000,0.235000,0.794000,0.445000,0.308000,0.236000,0.210000,0.216000
1500,0.042000,0.043000,0.052000,0.020000,0.016000,0.016000,0.028000,0.013000,0.031000,0.055000,0.030000,0.027000,0.016000,0.014000
2000,0.075000,0.078000,0.050000,0.031000,0.025000,0.021000,0.034000,0.019000,0.057000,0.039000,0.026000,0.024000,0.027000,0.022000
2500,0.117000,0.123000,0.082000,0.042000,0.032000,0.060000,0.026000,0.039000,0.065000,0.036000,0.033000,0.050000,0.032000,0.030000
3000,0.169000,0.180000,0.077000,0.051000,0.037000,0.038000,0.035000,0.036000,0.113000,0.049000,0.038000,0.034000,0.032000,0.046000
3500,0.230000,0.251000,0.097000,0.131000,0.077000,0.057000,0.042000,0.045000,0.106000,0.062000,0.092000,0.041000,0.042000,0.062000
4000,0.300000,0.340000,0.124000,0.073000,0.070000,0.054000,0.045000,0.073000,0.134000,0.076000,0.096000,0.063000,0.067000,0.065000
4500,0.380000,0.449000,0.164000,0.123000,0.074000,0.107000,0.064000,0.060000,0.176000,0.092000,0.072000,0.105000,0.103000,0.091000
500,0.005000,0.005000,0.008000,0.006000,0.005000,0.004000,0.009000,0.006000,0.005000,0.005000,0.005000,0.005000,0.005000,0.007000
5000,0.468000,0.569000,0.187000,0.108000,0.098000,0.087000,0.081000,0.107000,0.201000,0.114000,0.100000,0.083000,0.073000,0.076000
5500,0.581000,0.716000,0.219000,0.191000,0.090000,0.089000,0.089000,0.080000,0.239000,0.139000,0.115000,0.132000,0.078000,0.087000
6000,0.681000,0.909000,0.280000,0.167000,0.125000,0.102000,0.089000,0.116000,0.299000,0.248000,0.096000,0.098000,0.112000,0.125000
